OD,strain,ODb,biomass,time,carbon
0.422,ptsG,0.38560382513661173,0.0015385592622950807,23.738888888888887,g
0.46,ptsG,0.42360382513661177,0.0016901792622950808,23.988888888888887,g
0.494,ptsG,0.45760382513661174,0.0018258392622950807,24.238888888888887,g
0.536,ptsG,0.4996038251366118,0.001993419262295081,24.488888888888887,g
0.581,ptsG,0.5446038251366117,0.0021729692622950805,24.738888888888887,g
0.621,ptsG,0.5846038251366117,0.0023325692622950807,24.988888888888887,g
0.628,ptsG,0.5916038251366117,0.0023604992622950805,25.238888888888887,g
0.634,ptsG,0.5976038251366117,0.0023844392622950805,25.488888888888887,g
0.64,ptsG,0.6036038251366117,0.0024083792622950806,25.738888888888887,g
0.646,ptsG,0.6096038251366117,0.0024323192622950807,25.988888888888887,g
0.654,ptsG,0.6176038251366117,0.0024642392622950806,26.238888888888887,g
0.662,ptsG,0.6256038251366117,0.002496159262295081,26.488888888888887,g
0.668,ptsG,0.6316038251366117,0.002520099262295081,26.738888888888887,g
0.675,ptsG,0.6386038251366117,0.002548029262295081,26.988888888888887,g
0.682,ptsG,0.6456038251366117,0.0025759592622950807,27.238888888888887,g
0.689,ptsG,0.6526038251366116,0.0026038892622950805,27.488888888888887,g
0.696,ptsG,0.6596038251366116,0.0026318192622950803,27.738888888888887,g
0.701,ptsG,0.6646038251366116,0.0026517692622950806,27.988888888888887,g
0.707,ptsG,0.6706038251366117,0.0026757092622950807,28.238888888888887,g
0.711,ptsG,0.6746038251366117,0.0026916692622950805,28.488888888888887,g
0.716,ptsG,0.6796038251366117,0.0027116192622950804,28.738888888888887,g
0.719,ptsG,0.6826038251366117,0.0027235892622950804,28.988888888888887,g
0.723,ptsG,0.6866038251366117,0.0027395492622950806,29.238888888888887,g
0.724,ptsG,0.6876038251366117,0.0027435392622950808,29.488888888888887,g
0.727,ptsG,0.6906038251366117,0.002755509262295081,29.738888888888887,g
0.729,ptsG,0.6926038251366117,0.0027634892622950807,29.988888888888887,g
0.731,ptsG,0.6946038251366117,0.0027714692622950805,30.238888888888887,g
0.037,ptsG,0.0006038251366117242,2.40926229508078e-06,0.0,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,0.2388888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,0.4888888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,0.7388888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,0.9888888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,1.2388888888888887,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,1.4888888888888887,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,1.7388888888888887,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,1.9888888888888887,g
